i	368338227	10.774621	106.694939
i	411917837	10.770821	106.701219
i	411917839	10.771159	106.701075
i	411918000	10.769028	106.68695
i	411918007	10.776666	106.69791
i	411918035	10.775307	106.699282
i	411918158	10.773285	106.687302
i	411918171	10.773021	106.687498
i	411918174	10.773078	106.687472
i	411918175	10.773143	106.687404
i	411918176	10.773224	106.687375
i	411918181	10.771612	106.69299
i	411918204	10.780234	106.69007
i	411918205	10.780081	106.689938
i	411918206	10.780368	106.690186
i	411918209	10.77996	106.689846
i	411918235	10.773706	106.697334
i	411918237	10.773837	106.697586
i	411918240	10.779109	106.689615
i	411918243	10.778597	106.689309
i	411918245	10.778804	106.689485
i	411918252	10.778218	106.690774
i	411918254	10.778374	106.689083
i	411918255	10.777767	106.691334
i	411918295	10.774262	106.698255
i	411918296	10.774033	106.697947
i	411918316	10.770543	106.693083
i	411918317	10.77069	106.692984
i	411918318	10.770772	106.693076
i	411918319	10.771091	106.692937
i	411918359	10.771924	106.689094
i	411918363	10.772237	106.689373
i	411918388	10.769995	106.688106
i	411918389	10.7701	106.688286
i	411918396	10.769683	106.688324
i	411918397	10.770027	106.692714
i	411918398	10.769868	106.692825
i	411918400	10.769927	106.688065
i	411918401	10.769864	106.688111
i	411918407	10.769659	106.692963
i	411918414	10.770902	106.690035
i	411918419	10.768886	106.69372
i	411918430	10.777477	106.697268
i	411918431	10.777798	106.697552
i	411918437	10.777646	106.697743
i	411918457	10.779144	106.696303
i	411918532	10.773528	106.697442
i	411918533	10.773964	106.698233
i	411918535	10.772341	106.696911
i	411918543	10.771845	106.696206
i	411918544	10.77149	106.697155
i	411918581	10.780482	106.689289
i	411918616	10.781639	106.689919
i	411918618	10.781915	106.690182
i	411918620	10.781804	106.691103
i	411918622	10.781472	106.691445
i	411918636	10.77604	106.68842
i	411918637	10.776343	106.688063
i	411918697	10.77076	106.692457
i	411918698	10.770045	106.692994
i	411918706	10.773631	106.689485
i	411918708	10.772012	106.689172
i	411918767	10.779613	106.698881
i	411918773	10.780252	106.698782
i	411918775	10.779989	106.699141
i	411918830	10.7758	106.697092
i	411918850	10.777706	106.69702
i	411918854	10.778731	106.695911
i	411918857	10.7791	106.697415
i	411918866	10.779659	106.696793
i	411918904	10.779425	106.692909
i	411918918	10.772253	106.698884
i	411918926	10.770952	106.69163
i	411918927	10.775596	106.692137
i	411918930	10.775824	106.691871
i	411918933	10.771032	106.691606
i	411919033	10.77362	106.694475
i	411919038	10.774681	106.693241
i	411919044	10.775364	106.692373
i	411919062	10.769556	106.692695
i	411919064	10.77011	106.692284
i	411919068	10.776928	106.689597
i	411919069	10.777188	106.689841
i	411919072	10.776541	106.689233
i	411919139	10.776559	106.687591
i	411919149	10.775986	106.686995
i	411919179	10.769443	106.699947
i	411919193	10.776805	106.699947
i	411919209	10.774473	106.700979
i	411919215	10.775647	106.700452
i	411919229	10.771811	106.70076
i	411919306	10.777799	106.698861
i	411919313	10.778514	106.699513
i	411919356	10.773321	106.699881
i	411919357	10.773495	106.70004
i	411919358	10.773137	106.700078
i	411919360	10.773232	106.700165
i	411919362	10.772063	106.699033
i	411919363	10.771714	106.698796
i	411919405	10.774258	106.701078
i	411919474	10.771618	106.700494
i	411919476	10.771619	106.700311
i	411919485	10.770865	106.699094
i	411919486	10.777344	106.698422
i	411919522	10.771322	106.693694
i	411919619	10.781724	106.687936
i	411919668	10.774269	106.697508
i	411920301	10.774587	106.694526
i	411920302	10.774545	106.694541
i	411920303	10.774484	106.694541
i	411920304	10.774409	106.694533
i	411920305	10.774912	106.694228
i	411920306	10.774837	106.694304
i	411920307	10.774757	106.694388
i	411920308	10.774665	106.694465
i	411920311	10.774337	106.694518
i	411920312	10.774264	106.694487
i	411920313	10.774234	106.694472
i	411920314	10.774156	106.694434
i	411920322	10.775212	106.6939
i	411920323	10.775023	106.694114
i	411920324	10.775153	106.693969
i	411920511	10.778035	106.696198
i	411920512	10.7782	106.696031
i	411920513	10.778325	106.695899
i	411920514	10.778438	106.695748
i	411920515	10.778524	106.695604
i	411920516	10.778589	106.695472
i	411920517	10.77864	106.695311
i	411920551	10.773467	106.692534
i	411920552	10.773528	106.692565
i	411920554	10.773256	106.692305
i	411920555	10.773187	106.692168
i	411920556	10.773415	106.692496
i	411920557	10.773348	106.692428
i	411920558	10.773101	106.69184
i	411920559	10.773101	106.691779
i	411920560	10.773137	106.692046
i	411920561	10.773114	106.691939
i	411920562	10.773259	106.691405
i	411920563	10.773131	106.69171
i	411920564	10.773209	106.69152
i	411920577	10.774346	106.691199
i	411920578	10.774372	106.691178
i	411920579	10.774312	106.691237
i	411920580	10.774325	106.691222
i	411920581	10.774301	106.69126
i	411920582	10.774295	106.691283
i	411920583	10.774292	106.691306
i	411920584	10.774295	106.691329
i	411920585	10.774309	106.691352
i	411920586	10.77432	106.691382
i	411920587	10.774328	106.691405
i	411920588	10.774323	106.691443
i	411920589	10.774306	106.691512
i	411920590	10.778555	106.694598
i	411920591	10.778609	106.69464
i	411920592	10.778648	106.694732
i	411920593	10.778673	106.694884
i	411920594	10.778673	106.694976
i	411920595	10.77867	106.695121
i	411920939	10.769742	106.68781
i	411920941	10.769441	106.688077
i	411920948	10.77076	106.686813
i	411920950	10.770465	106.687113
i	411920951	10.770381	106.6872
i	411920952	10.770344	106.687236
i	411920959	10.769473	106.691263
i	411920960	10.769562	106.69137
i	411920962	10.769397	106.691087
i	411920963	10.769401	106.691127
i	411920964	10.769401	106.691168
i	411920965	10.769423	106.691214
i	411920966	10.769499	106.690985
i	411920967	10.769397	106.691061
i	411920969	10.769673	106.690898
i	411920970	10.76953	106.690988
i	411920975	10.774289	106.691543
i	411920976	10.774264	106.691581
i	411920977	10.774225	106.691649
i	411921036	10.773451	106.691939
i	411921037	10.773415	106.692038
i	411921038	10.773631	106.691687
i	411921039	10.773518	106.691825
i	411921040	10.773429	106.692359
i	411921041	10.77349	106.692496
i	411921042	10.7734	106.692122
i	411921043	10.773403	106.692252
i	411921044	10.774115	106.691787
i	411921045	10.774048	106.691825
i	411921046	10.774198	106.691695
i	411921047	10.774164	106.691749
i	411921048	10.773695	106.691619
i	411921049	10.774001	106.691832
i	411921050	10.773978	106.691832
i	411921269	10.77114	106.690624
i	411921296	10.770819	106.691731
i	411921297	10.77036	106.691122
i	411921298	10.770252	106.69085
i	411921299	10.770177	106.690692
i	411921300	10.77021	106.690635
i	411921301	10.770211	106.690591
i	411921302	10.770343	106.690515
i	411921303	10.770507	106.69072
i	411921304	10.770432	106.690627
i	411921488	10.774211	106.693221
i	411921489	10.774203	106.693282
i	411921497	10.773717	106.692504
i	411921498	10.773692	106.692565
i	411921499	10.773684	106.692626
i	411921500	10.773682	106.692717
i	411921501	10.77381	106.692366
i	411921502	10.773753	106.692443
i	411921503	10.773743	106.692458
i	411921504	10.773773	106.692412
i	411921505	10.773665	106.690772
i	411921506	10.773817	106.690795
i	411921507	10.774076	106.690879
i	411921508	10.774179	106.690925
i	411921509	10.773939	106.690833
i	411921510	10.774029	106.690863
i	411921512	10.774209	106.69094
i	411921539	10.775927	106.695917
i	411921540	10.776025	106.695873
i	411921541	10.775844	106.696001
i	411921544	10.77574	106.696186
i	411921545	10.775753	106.696501
i	411921546	10.775763	106.696108
i	411921547	10.776594	106.695823
i	411921548	10.776658	106.695801
i	411921549	10.776144	106.695842
i	411921550	10.776381	106.695805
i	411921551	10.77662	106.696917
i	411921552	10.776454	106.696938
i	411921553	10.772923	106.691092
i	411921554	10.77598	106.696808
i	411921555	10.775805	106.696621
i	411921556	10.776204	106.696928
i	411921557	10.776103	106.696885
i	411921558	10.773434	106.69078
i	411921559	10.773332	106.69081
i	411921560	10.773634	106.690772
i	411921561	10.773537	106.690764
i	411921562	10.773073	106.69094
i	411921563	10.773037	106.69097
i	411921564	10.773239	106.690841
i	411921565	10.773153	106.690886
i	411921566	10.773448	106.691405
i	411921567	10.773437	106.691436
i	411921568	10.773418	106.691459
i	411921569	10.773393	106.691466
i	411921570	10.773387	106.691344
i	411921571	10.773431	106.691359
i	411921572	10.773445	106.691382
i	411921577	10.773362	106.691459
i	411921578	10.773334	106.691443
i	411921609	10.774972	106.693129
i	411921610	10.774982	106.693169
i	411921611	10.7749	106.693041
i	411921612	10.774948	106.693094
i	411921613	10.774925	106.69181
i	411921614	10.77488	106.691764
i	411921618	10.774992	106.693274
i	411921619	10.774991	106.693219
i	411921628	10.775187	106.692199
i	411921629	10.775202	106.692237
i	411921630	10.775112	106.692046
i	411921631	10.775146	106.692115
i	411921632	10.775004	106.691901
i	411921633	10.775073	106.691993
i	411921634	10.774632	106.692084
i	411921635	10.774715	106.692069
i	411921636	10.774842	106.692061
i	411921637	10.774918	106.692069
i	411921638	10.77499	106.692107
i	411921641	10.774813	106.693481
i	411921642	10.774724	106.693505
i	411921643	10.774648	106.693505
i	411921644	10.774588	106.693494
i	411921652	10.774412	106.69216
i	411921654	10.774511	106.692122
i	411921655	10.774173	106.693427
i	411921656	10.774154	106.693473
i	411921657	10.774198	106.69332
i	411921658	10.774187	106.693374
i	411921660	10.774126	106.693534
i	411921661	10.774091	106.69358
i	411921663	10.774248	106.692984
i	411921664	10.774258	106.692936
i	411921665	10.774262	106.692946
i	411921666	10.774231	106.693053
i	411921667	10.774223	106.693122
i	411921737	10.774193	106.691504
i	411921738	10.774084	106.691504
i	411921739	10.774234	106.691504
i	411921745	10.773811	106.691565
i	411921746	10.773731	106.691596
i	411921747	10.773968	106.69152
i	411921748	10.773881	106.691543
i	411921760	10.77451	106.691527
i	411921761	10.774523	106.691481
i	411921762	10.774523	106.691436
i	411921763	10.77454	106.691657
i	411921764	10.77452	106.691596
i	411921765	10.774505	106.691558
i	411921766	10.77474	106.693678
i	411921767	10.774698	106.693694
i	411921768	10.774514	106.691375
i	411921769	10.774492	106.691298
i	411921770	10.774453	106.691237
i	411921771	10.774392	106.691192
i	411921772	10.774389	106.693778
i	411921773	10.774459	106.693747
i	411921774	10.77432	106.693816
i	411921775	10.774587	106.693709
i	411921776	10.774651	106.693702
i	411921777	10.77449	106.693732
i	411921778	10.774543	106.693717
i	411921784	10.778055	106.695903
i	411921785	10.77806	106.696038
i	411921801	10.77447	106.692084
i	411921802	10.774439	106.692134
i	411921804	10.774545	106.691749
i	411921805	10.77454	106.691832
i	411921806	10.77452	106.691924
i	411921807	10.774492	106.692038
i	411921825	10.777626	106.6955
i	411921826	10.777526	106.69553
i	411921827	10.777881	106.695576
i	411921828	10.77782	106.695535
i	411921829	10.77803	106.695818
i	411921830	10.777942	106.695637
i	411921845	10.77181	106.691925
i	411921877	10.769326	106.689649
i	411921879	10.769435	106.689783
i	411921880	10.769742	106.690252
i	411921998	10.773286	106.686928
i	411922076	10.773409	106.687425
i	411922077	10.77338	106.687495
i	411922082	10.773392	106.687669
i	411922083	10.773375	106.687611
i	411922084	10.773377	106.687533
i	411922089	10.773417	106.687714
i	411922090	10.7734	106.687695
i	411922137	10.777737	106.695083
i	411922138	10.777558	106.695095
i	411922192	10.777162	106.695966
i	411922193	10.777422	106.695597
i	411922196	10.77714	106.696061
i	411922197	10.777151	106.69626
i	411922198	10.777301	106.69645
i	411922199	10.773339	106.691169
i	411922200	10.773396	106.691092
i	411922201	10.77347	106.691001
i	411922202	10.773554	106.690894
i	411922203	10.773584	106.690848
i	411922204	10.773612	106.69081
i	411922205	10.77342	106.691192
i	411922206	10.773461	106.691192
i	411922207	10.773518	106.691199
i	411922208	10.773556	106.691222
i	411922229	10.774666	106.692915
i	411922232	10.774755	106.69293
i	411922234	10.774712	106.692915
i	411922235	10.774656	106.692473
i	411922236	10.774646	106.692824
i	411922237	10.775006	106.691672
i	411922238	10.775009	106.691642
i	411922239	10.774962	106.691741
i	411922240	10.774992	106.69171
i	411922241	10.7748	106.692954
i	411922242	10.775012	106.691596
i	411922243	10.777609	106.693948
